url,address,neighborhood,rent,beds,baths,flexible_rooms,zip
https://www.renthop.com/listings/-greenwich-str/25c/17682032,. Greenwich str. ,"Tribeca, Downtown Manhattan, Manhattan",3995,2,1.0,1,
https://www.renthop.com/listings/95th-3rd/na/58998858,95th &3rd,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2000,0,1.0,0,
https://www.renthop.com/listings/320-east-46th-street/11f/15349432,"320 East 46th Street, Apt 11F","Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2396,1,1.0,0,10017
https://www.renthop.com/listings/330-west-39th-street/2f/59403226,"330 West 39th Street, Apt 2F","Garment District, Midtown Manhattan, Manhattan",2626,1,1.0,0,10018
https://www.renthop.com/listings/east-71st-street/19g/58908099,EAST 71ST STREET,"Upper East Side, Upper Manhattan, Manhattan",3050,1,1.0,0,
https://www.renthop.com/listings/20-5th-avenue/12b/59510381,"20 5th Avenue, Apt 12B","Greenwich Village, Downtown Manhattan, Manhattan",5900,1,1.0,0,10011
https://www.renthop.com/listings/120th-and-mount-morris-west/2p/58903446,120th and Mount Morris West,"Central Harlem, Upper Manhattan, Manhattan",1725,1,1.0,0,
https://www.renthop.com/listings/242-east-79th-street/2b/58694146,"242 East 79th Street, Apt 2B","Upper East Side, Upper Manhattan, Manhattan",1740,1,1.0,0,10075
https://www.renthop.com/listings/242-east-79th-street/3d/58315763,"242 East 79th Street, Apt 3D","Upper East Side, Upper Manhattan, Manhattan",1800,1,1.0,0,10075
https://www.renthop.com/listings/941-amsterdam-avenue/3w/58662011,"941 Amsterdam Avenue, Apt 3W","Manhattan Valley, Upper West Side, Upper Manhattan, Manhattan",2375,3,1.0,0,10025
https://www.renthop.com/listings/ninth-ave/1/58902969,Ninth Ave,"Chelsea, Midtown Manhattan, Manhattan",3300,2,1.0,0,
https://www.renthop.com/listings/east-65th-street/na/14339024, East 65th Street ,"Upper East Side, Upper Manhattan, Manhattan",2195,2,1.0,0,
https://www.renthop.com/listings/305-west-13th-street/1r/58289258,"43 Clinton Street, Apt 1R","Lower East Side, Downtown Manhattan, Manhattan",2575,1,1.0,0,10002
https://www.renthop.com/listings/e-46th-st/4f/15875050,E 46th St,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2425,1,1.0,1,
https://www.renthop.com/listings/1-astor-place/11k/59166933,"1 Astor Place, Apt 11K","NoHo, Downtown Manhattan, Manhattan",4583,2,1.5,0,10003
https://www.renthop.com/listings/328-west-44th-street/31b/59107595,"328 West 44th Street, Apt 31B","Hell's Kitchen, Midtown Manhattan, Manhattan",2050,2,1.0,0,10036
https://www.renthop.com/listings/4-bond-street/penthouse/59496534,"4 Bond Street, Apt PENTHOUSE","NoHo, Downtown Manhattan, Manhattan",7895,2,2.0,0,10012
https://www.renthop.com/listings/520-east-88th-street/na/59595703,520 East 88th Street,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2500,1,1.0,0,10128
https://www.renthop.com/listings/21-west-87th-street/4b/59032930,"21 West 87th Street, Apt 4B","Upper West Side, Upper Manhattan, Manhattan",2050,1,1.0,0,10024
https://www.renthop.com/listings/260-12th-street/1r/59493807,"258 12th Street, Apt 1R","South Slope, Park Slope, South Brooklyn, Brooklyn",2200,1,1.0,0,11215
https://www.renthop.com/listings/323-east-85th-st/4a/59566921,"323 East 85th St, Apt 4A","Yorkville, Upper East Side, Upper Manhattan, Manhattan",1795,1,1.0,0,10028
https://www.renthop.com/listings/159-smith-st/2a/58132748,"159 Smith St, Apt 2A","Boerum Hill, South Brooklyn, Brooklyn",3094,1,1.0,0,11201
https://www.renthop.com/listings/w-51st-and-9th-ave/2r/15882945,W. 51st and 9th Ave,"Hell's Kitchen, Midtown Manhattan, Manhattan",4075,3,1.0,0,
https://www.renthop.com/listings/52nd-street-and-2nd-avenue/3e/58045040,52nd street and 2nd avenue,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",2400,1,1.0,1,
https://www.renthop.com/listings/202-scholes-street/3c/59596758,"202 Scholes Street, Apt 3C","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2020,2,1.0,0,11206
https://www.renthop.com/listings/w-51st-and-9th-ave/2r/15882945,W. 51st and 9th Ave,"Hell's Kitchen, Midtown Manhattan, Manhattan",4075,3,1.0,0,
https://www.renthop.com/listings/crosby-street/4f/58907228,CROSBY STREET,"SoHo, Downtown Manhattan, Manhattan",4470,3,1.0,0,
https://www.renthop.com/listings/west-72nd-street/3r/58903418, West 72nd Street,"Upper West Side, Upper Manhattan, Manhattan",2200,0,1.0,0,
https://www.renthop.com/listings/314-west-89th-street/n5/59402301,"314 West 89th Street, Apt N5","Upper West Side, Upper Manhattan, Manhattan",2050,1,1.0,0,10024
https://www.renthop.com/listings/24-35-steinway-street/2/58907189,"24-35 Steinway Street, Apt 2","Astoria, Northwestern Queens, Queens",1575,1,1.0,0,
https://www.renthop.com/listings/365-west-52nd-street/2e/59525598,"365 West 52nd Street, Apt 2E","Hell's Kitchen, Midtown Manhattan, Manhattan",1675,0,1.0,0,10019
https://www.renthop.com/listings/29-cornelia-st/na/58769739,29 Cornelia Street,"West Village, Downtown Manhattan, Manhattan",3700,2,1.0,0,10014
https://www.renthop.com/listings/698-tenth-avenue/2/59483268,"698 Amsterdam Avenue, Apt 2","Upper West Side, Upper Manhattan, Manhattan",4500,3,2.0,0,10025
https://www.renthop.com/listings/west-58th-street/na/59064928, West 58th Street,"Theater District, Midtown Manhattan, Manhattan",4050,2,1.0,0,
https://www.renthop.com/listings/1379-lexington-avenue/2b/59000928,"1379 Lexington Avenue, Apt 2B","Upper East Side, Upper Manhattan, Manhattan",3750,3,1.0,0,10128
https://www.renthop.com/listings/409-14th-street/1l/59611303,"409 14th Street, Apt 1L","South Slope, Park Slope, South Brooklyn, Brooklyn",2475,2,1.0,0,10009
https://www.renthop.com/listings/montrose-ave/2l/14203217,Montrose Ave ,"East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",1900,2,1.0,0,
https://www.renthop.com/listings/575-west-end-avenue/9a/59542788,"575 West End Avenue, Apt 9A","Upper West Side, Upper Manhattan, Manhattan",11580,4,3.0,0,10024
https://www.renthop.com/listings/190-macon-st/2a/59607719,"190 Macon Street, Apt 2A","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",1985,2,1.0,0,11216
https://www.renthop.com/listings/east-village/na/59125597,East Village,"Bowery, Downtown Manhattan, Manhattan",2400,2,1.0,0,
https://www.renthop.com/listings/410-east-74th-street/4d/58454205,"410 East 74th Street, Apt 4D","Upper East Side, Upper Manhattan, Manhattan",1695,1,1.0,0,10021
https://www.renthop.com/listings/88-kosciuszko-street-brooklyn-ny-11205/3h/59595544,"88 Kosciuszko Street, Apt 3H","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2625,2,1.0,0,11205
https://www.renthop.com/listings/151-19th-street/4/59339512,"151 19th Street, Apt 4","Greenwood Heights, South Brooklyn, Brooklyn",2200,2,1.0,0,11232
https://www.renthop.com/listings/park-terrace-east/1e/59098566, Park Terrace East,"Inwood, Upper Manhattan, Manhattan",1800,0,1.0,0,
https://www.renthop.com/listings/508-w-158/33/59532420,"508 West 158th Street, Apt 33","Washington Heights, Upper Manhattan, Manhattan",2195,3,1.0,0,10032
https://www.renthop.com/listings/east-79th-street/3-j/59442882,East 79th Street,"Upper East Side, Upper Manhattan, Manhattan",1850,1,1.0,0,
https://www.renthop.com/listings/508-w-158/33/59532420,"508 West 158th Street, Apt 33","Washington Heights, Upper Manhattan, Manhattan",2195,3,1.0,0,10032
https://www.renthop.com/listings/40-east-89th-street/na/58241855,40 East 89th Street,"Carnegie Hill, Upper East Side, Upper Manhattan, Manhattan",6000,3,2.0,0,10128
https://www.renthop.com/listings/210-west-70th-street/906/15809367,"210 West 70th Street, Apt 906","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",8296,3,3.0,0,10023
https://www.renthop.com/listings/1381-madison-street/apt-3r/58290096,"1381 Madison Street, Apt APT. ...","Bushwick, Northern Brooklyn, Brooklyn",2163,3,1.0,0,11237
https://www.renthop.com/listings/244-east-79th-street-2a/2a/58315781,"244 East 79th Street, Apt 2A","Upper East Side, Upper Manhattan, Manhattan",1810,1,1.0,0,10075
https://www.renthop.com/listings/233-west-4th-street/ev/59355243,"233 West 4th Street, Apt EV","West Village, Downtown Manhattan, Manhattan",2950,1,1.0,0,10014
https://www.renthop.com/listings/29-east-20-street/f2/57910436,"29 East 20 Street, Apt F2","Flatiron District, Midtown Manhattan, Manhattan",3250,1,1.0,0,10003
https://www.renthop.com/listings/113-elizabeth-street/a/59607744,"113 Elizabeth Street, Apt A","Little Italy, Downtown Manhattan, Manhattan",3500,2,2.0,0,10013
https://www.renthop.com/listings/690-fort-washington-avenue/4j/57833552,"690 Fort Washington Avenue, Ap...","Hudson Heights, Washington Heights, Upper Manhattan, Manhattan",2250,0,1.0,0,10040
https://www.renthop.com/listings/40-east-12th-street/5b/59277844,"40 East 12th Street, Apt 5B","Greenwich Village, Downtown Manhattan, Manhattan",2100,0,1.0,0,10003
https://www.renthop.com/listings/509-west-155th-street/5/59380292,"509 West 155th Street, Apt 5","Washington Heights, Upper Manhattan, Manhattan",1624,1,1.0,0,10032
https://www.renthop.com/listings/252-3rd-avenue-brooklyn-ny-11215/2f/59075204,"252 3rd Avenue, Apt 2F","Gowanus, South Brooklyn, Brooklyn",1900,1,1.0,0,11215
https://www.renthop.com/listings/400-west-63rd-street/910/59398803,"400 West 63rd Street, Apt 910","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",5372,2,2.0,0,10069
https://www.renthop.com/listings/w-34th-st-and-8th-ave/na/14165112,W 34th St and 8th Ave,"Chelsea, Midtown Manhattan, Manhattan",2799,1,1.0,1,
https://www.renthop.com/listings/broad-street/1908/58358193,Broad Street,"Financial District, Downtown Manhattan, Manhattan",1981,0,1.0,0,
https://www.renthop.com/listings/19-24-22nd-drive/2d/58788941,19-24 22nd Drive,"Ditmars, Astoria, Northwestern Queens, Queens",3000,2,1.0,0,
https://www.renthop.com/listings/241-e-46-street/3d/58713042,"241 East 46th Street, Apt 3D","Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",1675,0,1.0,0,10017
https://www.renthop.com/listings/onderdonk-ave/1l/58914997,Onderdonk Ave ,"Ridgewood, Northwestern Queens, Queens",1700,1,1.0,0,
https://www.renthop.com/listings/manhattan-ave-skilman-st/1f/15924487,Manhattan Ave Skilman St,"Williamsburg, Northern Brooklyn, Brooklyn",1900,1,1.0,0,
https://www.renthop.com/listings/633-marcy-avenue/509/59541749,"633 Marcy Avenue, Apt 509","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2200,1,1.0,0,11206
https://www.renthop.com/listings/east-74th-street/3a/59293322,East 74th Street,"Upper East Side, Upper Manhattan, Manhattan",1950,1,1.0,0,
https://www.renthop.com/listings/1755-york-avenue/28a/59083730,"1755 York Avenue, Apt 28A","Yorkville, Upper East Side, Upper Manhattan, Manhattan",2496,1,1.0,0,10128
https://www.renthop.com/listings/53-west-76th-st/1/59435077,"53 West 76th St, Apt 1","Upper West Side, Upper Manhattan, Manhattan",3000,1,1.0,0,10023
https://www.renthop.com/listings/east-60th-street/3dd/59557162,East 60th Street,"Upper East Side, Upper Manhattan, Manhattan",2450,1,1.0,0,
https://www.renthop.com/listings/225-east-95th-street/a8a/59421678,"225 East 95th Street, Apt A8A","Yorkville, Upper East Side, Upper Manhattan, Manhattan",2225,1,1.0,0,10128
https://www.renthop.com/listings/100-west-139th-street/42/59402378,"100 West 139th Street, Apt 42","Central Harlem, Upper Manhattan, Manhattan",2500,2,1.0,0,10030
https://www.renthop.com/listings/30-park-avenue/7ne/15927999,"30 Park Avenue, Apt 7NE","Murray Hill, Midtown Manhattan, Manhattan",2829,1,1.0,0,10016
https://www.renthop.com/listings/harlem/na/59607798,Harlem,"Central Harlem, Upper Manhattan, Manhattan",1800,1,1.0,0,
https://www.renthop.com/listings/e-91st-and-1st-ave/5w/15882947, E. 91st and 1st Ave,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2500,1,1.0,0,
https://www.renthop.com/listings/west-137th-street/31/59542805, West 137th Street,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",3595,5,2.0,0,
https://www.renthop.com/listings/east-71st-street/4-l/59590229,East 71st Street,"Upper East Side, Upper Manhattan, Manhattan",2400,1,1.0,0,
https://www.renthop.com/listings/133-franklin-street/5/59325072,"133 Franklin Street, Apt 5","Greenpoint, Northern Brooklyn, Brooklyn",2400,2,1.0,0,11222
https://www.renthop.com/listings/1661-york-avenue/na/58229830,1661 York Avenue,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",1600,0,1.0,0,10128
https://www.renthop.com/listings/117-elizabeth-street/a/59607772,"117 Elizabeth Street, Apt A","Little Italy, Downtown Manhattan, Manhattan",2900,2,2.0,0,10013
https://www.renthop.com/listings/west-47th-street/na/15764384,west 47th street ,"Theater District, Midtown Manhattan, Manhattan",2500,1,1.0,0,
https://www.renthop.com/listings/415-washington-ave/22/59611418,"415 Washington Avenue, Apt 22","Clinton Hill, Northwestern Brooklyn, Brooklyn",4859,4,2.0,0,11238
https://www.renthop.com/listings/broadway-and-w-34th-st/na/12172771,Broadway and W 34th St,"Koreatown, Midtown Manhattan, Manhattan",1989,0,1.0,0,
https://www.renthop.com/listings/410-e-59-st/1a/58681559,"410 East 59th Street, Apt 1A","Sutton Place, Midtown East, Midtown Manhattan, Manhattan",2400,2,1.0,0,10022
https://www.renthop.com/listings/east-52nd-street/na/59402247,East 52nd Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",1950,0,1.0,0,
https://www.renthop.com/listings/240-east-39th-street/5k/59234299,"240 East 39th Street, Apt 5K","Murray Hill, Midtown Manhattan, Manhattan",2663,1,1.0,0,10016
https://www.renthop.com/listings/98-mac-dougal-street-new-york-ny-10012/4b/59582464,"98 Mac Dougal Street, Apt 4B","Greenwich Village, Downtown Manhattan, Manhattan",1700,0,1.0,0,10012
https://www.renthop.com/listings/259-elizabeth-street/c/57649959,"259 Elizabeth Street, Apt C","NoLita, Downtown Manhattan, Manhattan",4200,3,1.0,0,10012
https://www.renthop.com/listings/e-95th-st/8d/59058473,E 95th St,"Yorkville, Upper East Side, Upper Manhattan, Manhattan",2200,1,1.0,1,
https://www.renthop.com/listings/606-west-57th-street/821/59055585,"606 West 57th Street, Apt 821","Hell's Kitchen, Midtown Manhattan, Manhattan",3619,2,2.0,1,10019
https://www.renthop.com/listings/360-west-43rd-street/s7b/58838676,"360 West 43rd Street, Apt S7B","Hell's Kitchen, Midtown Manhattan, Manhattan",2695,1,1.0,1,10036
https://www.renthop.com/listings/29-seventh-avenue-south/2aa/59331496,"29 7th Avenue South, Apt 2AA","West Village, Downtown Manhattan, Manhattan",6650,4,2.0,0,10014
https://www.renthop.com/listings/5th-street/4/59474008,5th Street,"Central Slope, Park Slope, South Brooklyn, Brooklyn",4766,3,2.0,1,
https://www.renthop.com/listings/160-west-62nd-street/8f/15393831,"160 West 62nd Street, Apt 8F","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",3708,1,1.0,0,10023
https://www.renthop.com/listings/1325-fifth-avenue/6e/58939511,"1325 Fifth Avenue, Apt 6E","East Harlem, Upper Manhattan, Manhattan",2900,1,1.0,0,10029
https://www.renthop.com/listings/center-blvd/1501/15719775,Center Blvd,"Hunters Point, Long Island City, Northwestern Queens, Queens",3650,2,2.0,1,
https://www.renthop.com/listings/443-17th-street/1/59090466,"443 17th Street, Apt 1","South Slope, Park Slope, South Brooklyn, Brooklyn",3200,2,2.0,0,11215
https://www.renthop.com/listings/146-west-79th-street/3d/58629372,"146 West 79th Street, Apt 3D","Upper West Side, Upper Manhattan, Manhattan",2100,1,1.0,0,10024
https://www.renthop.com/listings/124-east-27th-street/5/59054614,"124 East 27th Street, Apt 5","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2995,2,1.0,1,10016
https://www.renthop.com/listings/1588-york-avenue/2c/58439734,"1588 York Avenue, Apt 2C","Yorkville, Upper East Side, Upper Manhattan, Manhattan",1700,0,1.0,0,10028
https://www.renthop.com/listings/saint-nicholas-avenue/3g/59482389,Saint Nicholas Avenue,"Washington Heights, Upper Manhattan, Manhattan",2600,3,1.0,0,
https://www.renthop.com/listings/second-ave/na/9183001,second ave,"Murray Hill, Midtown Manhattan, Manhattan",3100,2,2.0,0,
https://www.renthop.com/listings/441-west-48th-street/na/59475763,441 West 48th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan",1325,0,1.0,0,10036
https://www.renthop.com/listings/east-36-st/na/13239123, east 36 st ,"Murray Hill, Midtown Manhattan, Manhattan",2100,1,1.0,0,
https://www.renthop.com/listings/135-william-street/3b/59097835,"135 William Street, Apt 3B","Financial District, Downtown Manhattan, Manhattan",4875,3,2.0,1,10038
https://www.renthop.com/listings/140-west-69th-street-new-york-ny-10023/71b/59582436,"140 West 69th Street, Apt 71B","Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",1550,0,1.0,0,10023
https://www.renthop.com/listings/east-44-street/9l/59431985,East 44 Street,"Turtle Bay, Midtown East, Midtown Manhattan, Manhattan",6542,2,2.0,0,
https://www.renthop.com/listings/na/3f/59617983,,"North Slope, Park Slope, South Brooklyn, Brooklyn",2200,0,1.0,0,
https://www.renthop.com/listings/tenth-avenue/2c/58574569, Tenth Avenue,"Hell's Kitchen, Midtown Manhattan, Manhattan",3800,2,1.0,0,
https://www.renthop.com/listings/east-8th-street/6c/58907049,East 8TH Street,"Alphabet City, East Village, Downtown Manhattan, Manhattan",5895,3,1.0,0,
https://www.renthop.com/listings/west-54th-street/4/58405302,West 54th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan",4095,2,2.0,1,
https://www.renthop.com/listings/310-east-81-street/2/58642632,"310 East 81 Street, Apt 2","Yorkville, Upper East Side, Upper Manhattan, Manhattan",4995,2,2.0,0,10028
https://www.renthop.com/listings/466-west-151st-street/5c/15809979,"466 West 151st Street, Apt 5C","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2600,3,2.0,0,10031
https://www.renthop.com/listings/water-street/2511/59541728,Water Street,"Financial District, Downtown Manhattan, Manhattan",4175,1,1.0,0,
https://www.renthop.com/listings/west-126th-street/4f/59482369,West 126th Street,"Central Harlem, Upper Manhattan, Manhattan",2300,2,1.0,0,
https://www.renthop.com/listings/1661-york-ave/6j/58339816,"1661 York 6j, Apt 6J","Yorkville, Upper East Side, Upper Manhattan, Manhattan",2095,0,1.0,0,
https://www.renthop.com/listings/lenox-avenue/17b/58206473,Lenox Avenue,"Central Harlem, Upper Manhattan, Manhattan",2275,2,1.0,0,
https://www.renthop.com/listings/21-knowles-street/na/58021610,25 Knowles Street,"Downtown Yonkers, Yonkers",2000,3,1.0,0,10705
https://www.renthop.com/listings/west-143-street/4b/58904420,West 143 Street,"Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",3395,5,1.5,0,
https://www.renthop.com/listings/360-east-76th-street/5-c/14957980,"350 East 76th Street, Apt 5 C","Upper East Side, Upper Manhattan, Manhattan",1795,1,1.0,0,10021
https://www.renthop.com/listings/west-13th-street/22/58358198, West 13th Street,"West Village, Downtown Manhattan, Manhattan",2650,0,1.0,0,
https://www.renthop.com/listings/west-22nd-street/na/58989348,West 22nd Street,"Chelsea, Midtown Manhattan, Manhattan",7445,2,2.0,0,
https://www.renthop.com/listings/455-west-37th-street/214/58314987,"455 West 37th Street, Apt 214","Hell's Kitchen, Midtown Manhattan, Manhattan",2608,1,1.0,1,10018
https://www.renthop.com/listings/356-willis-avenue/6/59555342,"356 Willis Avenue, Apt 6","Mott Haven, West Bronx, Bronx",1600,0,1.0,0,10454
https://www.renthop.com/listings/15-w-139th-st/9b/59496177,"15 W 139th St, Apt 9B","Central Harlem, Upper Manhattan, Manhattan",1590,0,1.0,0,10037
https://www.renthop.com/listings/200-east-71st-street/6h/59277935,"200 East 71st Street, Apt 6H","Upper East Side, Upper Manhattan, Manhattan",5500,2,2.0,0,10021
https://www.renthop.com/listings/186-west-80-street/4b/59482876,"186 West 80 Street, Apt 4B","Upper West Side, Upper Manhattan, Manhattan",3100,1,1.0,0,10024
https://www.renthop.com/listings/5-avenue/16k/59345631,"96 5th Avenue, Apt 16K","Flatiron District, Midtown Manhattan, Manhattan",3900,1,1.0,1,10011
https://www.renthop.com/listings/west-63rd-street/29mn/13377471,West 63rd Street,"Lincoln Square, Upper West Side, Upper Manhattan, Manhattan",18750,3,3.0,0,
https://www.renthop.com/listings/astor-place/5d/59498759,Astor Place,"NoHo, Downtown Manhattan, Manhattan",2292,0,1.0,0,
https://www.renthop.com/listings/410-gates-avenue/1f/59219278,"410 Gates Avenue, Apt 1F","Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2300,2,1.5,0,11216
https://www.renthop.com/listings/42-hicks-street/na/59599241,42 Hicks Street,"Brooklyn Heights, Northwestern Brooklyn, Brooklyn",1695,0,1.0,0,11201
https://www.renthop.com/listings/east-79th-street/5a/58619333,East 79th Street,"Upper East Side, Upper Manhattan, Manhattan",5000,2,2.0,0,
https://www.renthop.com/listings/57-thames-street/4d/8040400,"57 Thames Street, Apt 4D","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2975,3,1.0,0,11237
https://www.renthop.com/listings/42-hicks-street/na/59599241,42 Hicks Street,"Brooklyn Heights, Northwestern Brooklyn, Brooklyn",1695,0,1.0,0,11201
https://www.renthop.com/listings/2197-ocean-avenue/3e/59610973,"2197 Ocean Avenue, Apt 3E","Madison, Sheepshead Bay, Southern Brooklyn, Brooklyn",2000,2,1.0,0,11229
https://www.renthop.com/listings/52-20-92nd-st/3/59607754,"52-20 92nd Street, Apt 3","Elmhurst, Northwestern Queens, Queens",1595,2,1.0,0,
https://www.renthop.com/listings/lefferts-place/2/59525103,Lefferts Place,"Bedford-Stuyvesant, Northern Brooklyn, Brooklyn",2020,1,1.0,0,
https://www.renthop.com/listings/57-5th-avenue/2b/59441465,"57 5th Avenue, Apt 2B","Greenwich Village, Downtown Manhattan, Manhattan",4000,3,1.0,0,10003
https://www.renthop.com/listings/225-east-39th-st/21e/14785197,"225 East 39th Street, Apt 21E","Murray Hill, Midtown Manhattan, Manhattan",5099,2,2.0,0,10016
https://www.renthop.com/listings/256-east-10th-street/1f/58729006,"256 East 10th Street, Apt 1F","East Village, Downtown Manhattan, Manhattan",5100,3,2.0,0,10009
https://www.renthop.com/listings/515-west-168th-street/3b/59541864,"515 West 168th Street, Apt 3B","Washington Heights, Upper Manhattan, Manhattan",1750,0,1.0,0,10032
https://www.renthop.com/listings/515-west-168th-street/3f/59541882,"515 West 168th Street, Apt 3F","Washington Heights, Upper Manhattan, Manhattan",1725,0,1.0,0,10032
https://www.renthop.com/listings/160-west-22nd-street/na/59607710,160 West 22nd Street - Penthou...,"Chelsea, Midtown Manhattan, Manhattan",3200,1,1.0,0,10011
https://www.renthop.com/listings/656-metropolitan-ave/1b/59611394,"656 Metropolitan Avenue, Apt 1...","East Williamsburg, Williamsburg, Northern Brooklyn, Brooklyn",2700,3,1.0,0,11211
https://www.renthop.com/listings/east-22nd-st/5e/13972034,East 22nd St.,"Gramercy Park, Midtown Manhattan, Manhattan",2950,2,1.0,0,
https://www.renthop.com/listings/244-west-4th-street/evc/59360117,"244 West 4th Street, Apt EVC","West Village, Downtown Manhattan, Manhattan",3350,1,1.0,0,10014
https://www.renthop.com/listings/4061-laconia-ave/na/58468613,4063 Laconia Avenue,"Wakefield, East Bronx, Bronx",2500,4,1.0,0,10466
https://www.renthop.com/listings/185-claremont-avenue/5c/59607712,"185 Claremont Avenue, Apt 5C","Morningside Heights, West Harlem, Upper Manhattan, Manhattan",1737,0,1.0,0,10027
https://www.renthop.com/listings/184-dekalb-avenue/2/59358956,"184 Dekalb Avenue, Apt 2","Fort Greene, Northwestern Brooklyn, Brooklyn",3350,2,1.0,0,11205
https://www.renthop.com/listings/60-west-142nd-street/15a/59563711,"60 West 142nd Street, Apt 15A","Central Harlem, Upper Manhattan, Manhattan",1984,1,1.0,0,10037
https://www.renthop.com/listings/1491-gates-avenue/2l/59546222,"1491 Gates Avenue, Apt 2L","Bushwick, Northern Brooklyn, Brooklyn",2600,3,1.0,0,11237
https://www.renthop.com/listings/400-west-20th-street/na/59475687,400 West 20th Street,"Chelsea, Midtown Manhattan, Manhattan",1325,0,1.0,0,10011
https://www.renthop.com/listings/w-42nd-st-hells-kitchen-hudson-yards/14g/58216207,W 42nd St - Hell's Kitchen/ Hu...,"Hell's Kitchen, Midtown Manhattan, Manhattan",2500,1,1.0,1,
https://www.renthop.com/listings/west-142nd-street/3e/59421463,"618 West 142nd Street, Apt 3E","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2300,2,2.0,0,10031
https://www.renthop.com/listings/400-west-20th-street/na/59475687,400 West 20th Street,"Chelsea, Midtown Manhattan, Manhattan",1325,0,1.0,0,10011
https://www.renthop.com/listings/w-42nd-st-hells-kitchen-hudson-yards/14g/58216207,W 42nd St - Hell's Kitchen/ Hu...,"Hell's Kitchen, Midtown Manhattan, Manhattan",2500,1,1.0,1,
https://www.renthop.com/listings/west-57th-street-11th-ave/1932/13276199,West 57th Street & 11th Ave ,"Hell's Kitchen, Midtown Manhattan, Manhattan",1007,0,2.0,0,
https://www.renthop.com/listings/336-west-47th-street/na/59475791,336 West 47th Street,"Hell's Kitchen, Midtown Manhattan, Manhattan",1275,0,1.0,0,10036
https://www.renthop.com/listings/livingston-street/phag/58337754,Livingston Street,"Downtown Brooklyn, Northwestern Brooklyn, Brooklyn",5790,2,2.0,0,
https://www.renthop.com/listings/1379-lexington-avenue/2b/59267169,"1379 Lexington Avenue, Apt 2B","Upper East Side, Upper Manhattan, Manhattan",3750,3,1.0,0,10128
https://www.renthop.com/listings/426-e-153rd-st/1f/59380258,"426 E 153rd St, Apt 1F","Melrose, West Bronx, Bronx",1695,1,1.0,0,10455
https://www.renthop.com/listings/220-east-24th-street/7d/59277841,"220 East 24th Street, Apt 7D","Rose Hill, Kips Bay, Midtown Manhattan, Manhattan",2100,0,1.0,0,10010
https://www.renthop.com/listings/59-23-68-avenue/2r/59573613,"59-23 68 Avenue, Apt 2R","Ridgewood, Northwestern Queens, Queens",2250,2,1.0,0,
https://www.renthop.com/listings/295-convent-avenue/23/59126057,"295 Convent Avenue, Apt 23","Hamilton Heights, West Harlem, Upper Manhattan, Manhattan",2300,2,1.0,0,10031
https://www.renthop.com/listings/315-stanhope-street/1r/59532541,"315 Stanhope Street, Apt 1R","Bushwick, Northern Brooklyn, Brooklyn",3000,4,1.5,0,11237
https://www.renthop.com/listings/165-stanhope-street/1r/59532587,"165 Stanhope Street, Apt 1R","Bushwick, Northern Brooklyn, Brooklyn",2750,4,2.0,0,11237
https://www.renthop.com/listings/west-75-street/4b/12950554,West 75 Street,"Upper West Side, Upper Manhattan, Manhattan",3100,1,1.0,0,
https://www.renthop.com/listings/797-6th-avenue/4/58241876,"797 6th Avenue, Apt 4","Chelsea, Midtown Manhattan, Manhattan",3500,2,1.0,0,10001
https://www.renthop.com/listings/260-west-54th-street/19h/59234385,"260 West 54th Street, Apt 19H","Theater District, Midtown Manhattan, Manhattan",2200,0,1.0,0,10019
https://www.renthop.com/listings/520-west-43rd-street-9d/9d/59493804,"520 West 43rd Street, Apt 9D","Hell's Kitchen, Midtown Manhattan, Manhattan",2124,0,1.0,0,10036
https://www.renthop.com/listings/311-east-80th-street/8/58896074,"311 East 80th Street, Apt 8","Yorkville, Upper East Side, Upper Manhattan, Manhattan",1900,0,1.0,0,10075
